id_paciente,nome_paciente,cpf_paciente,telefone,genero,data_nasc,email,endereco_id_endereco
277,Gabriela Novais,14358706975,(071) 0282 4130,M,1985-04-22,joao-guilhermeborges@example.org,12277
278,Caleb Sousa,70534192823,(071) 9924-4283,F,1995-11-30,pmelo@example.com,9281
279,Julia Souza,06972538483,(061) 7086-6503,F,1981-01-02,lauragoncalves@example.org,9924
280,Maria Fernanda Câmara,75928143664,51 0138 4252,F,1969-09-03,isis85@example.com,18917
281,Dra. Camila Cavalcanti,08936157221,41 1462 2558,F,1998-05-06,pcarvalho@example.com,11413
282,Oliver Lopes,62843075947,+55 61 1856-8251,F,1964-05-20,bella53@example.com,13094
283,Diogo Sá,13906785203,+55 (084) 9417-9091,F,1978-10-19,martinsisabelly@example.net,1367
284,Marcos Vinicius Costela,89472051332,0300 226 0740,F,1972-04-06,wnascimento@example.com,1918
285,Beatriz Sousa,61870235444,+55 (041) 3113 9108,F,1998-04-13,diogo46@example.org,9497
286,Alícia Sales,25716893040,+55 51 8431 9998,M,1957-09-10,ana-carolina06@example.org,1
287,Dom Fernandes,14709628378,+55 41 8359-9061,F,1999-04-03,cavalcantimaria-vitoria@example.com,8691
288,Ester Novais,68247051362,+55 11 7730 5040,O,1956-12-03,da-rosaana-julia@example.net,9262
289,Otto Teixeira,59768024356,(061) 2852-5465,O,2006-05-02,umoreira@example.net,7885
290,Gael Viana,47039152606,71 9142-7527,O,1963-12-06,da-rosajuliana@example.org,1494
291,Enrico Marques,14967508375,(041) 7386 6571,M,1982-06-24,joao-guilherme72@example.com,5255
292,Maria Flor Pires,95081246360,(011) 6201-7640,F,1972-10-16,apollo88@example.org,2852
293,Cauã Costela,09524613743,0300 041 5153,F,1962-09-14,liviapeixoto@example.net,18379
294,Juan Pinto,79208153479,(031) 4827 8159,M,1967-04-12,augustocarvalho@example.org,10659
295,Sofia Dias,50614723906,+55 84 2913 8606,O,1985-10-10,aparecidaluiz-miguel@example.net,18383
296,Isis Peixoto,97680213577,11 3751 5312,M,2001-09-10,sampaiovitor-hugo@example.net,5488
297,Sarah Martins,09315268768,0800-333-5352,M,1953-10-24,cirinohenry-gabriel@example.com,6982
298,Kamilly da Cruz,17509326443,11 9902-5505,F,1992-02-16,allanada-mata@example.org,2827
299,Aurora das Neves,04983256792,+55 (051) 2199 1472,O,1969-07-19,giovanna87@example.com,1313
300,Eloah Andrade,93218645042,11 6386 9586,F,1975-03-06,ana-laura44@example.org,11426
301,Vitor Martins,05783129640,71 5197-3285,M,1993-01-01,davi-luizlopes@example.net,11771
302,Rhavi Vargas,63721409850,+55 (081) 1041-9670,M,1964-10-18,luan93@example.com,15413
303,Isaac Pastor,85413697066,(084) 4582-3255,F,1992-05-14,henry-gabrielandrade@example.com,7145
304,Kamilly Cassiano,95260381424,+55 (081) 8803-0279,M,1971-05-04,benjamim60@example.com,11393
305,Diogo Cavalcante,93817205414,+55 41 6852 5713,F,1963-12-17,esousa@example.net,12710
306,Ana Carolina Vargas,04987253674,(031) 1669-7268,F,1995-02-26,kaparecida@example.com,8793
307,Levi Moreira,59741860366,(031) 9866-5273,O,1987-05-08,maria-claracampos@example.com,10268
308,Ryan da Conceição,06913854757,71 4589-3251,O,1971-11-04,murilo19@example.net,16357
309,Vitor da Conceição,41396780548,+55 51 6757 7535,M,1960-11-20,da-costasamuel@example.net,16988
310,Maria Júlia Moraes,36759241819,(081) 5001-5368,F,2007-02-21,cda-cruz@example.net,18980
311,Benicio Guerra,21973460831,+55 (011) 0850-9648,F,1992-09-27,marinanascimento@example.org,3859
312,Sophia Cavalcanti,78692345164,(081) 4253 7245,O,1951-04-12,kamillysampaio@example.com,299
313,Sr. Brayan Sampaio,38504721671,(061) 3666 2689,F,1984-12-20,olivia42@example.com,4340
314,Lucas Gabriel Silva,17943508610,(081) 3397-5489,M,2000-09-14,ayla62@example.net,19961
315,Heitor Sousa,96734258173,+55 11 7633 9865,M,1958-08-02,sda-luz@example.org,11289
316,Maria Ramos,04187365290,+55 61 4460 5535,O,1951-12-26,lorenzo65@example.org,11205
317,Davi Farias,24013789604,84 2947 2879,F,1956-09-14,isabellarocha@example.org,422
318,Srta. Aurora da Rocha,93470815232,+55 (061) 1171-6352,F,1961-03-05,costelaarthur-miguel@example.net,7864
319,Nathan Jesus,46910873548,+55 (081) 6468 8275,O,2001-05-29,julianovais@example.org,109
320,Raquel Cassiano,73219584691,(051) 4736 6604,F,1957-01-20,lorena58@example.net,9297
321,Luiz Henrique Fogaça,68152703940,+55 (071) 8801-0953,F,1978-11-18,ferreiraana-sophia@example.com,10231
322,Murilo Borges,19275680485,+55 (041) 7511 5595,O,1997-08-28,allana10@example.org,11073
323,Kevin Peixoto,73980542114,51 9057 3130,O,2007-03-23,ana-vitoria03@example.com,8932
324,Rael Cirino,01349258660,+55 (041) 5704 1574,F,2006-05-12,martinsdavi-luiz@example.com,9479
325,Heloísa Fonseca,45209683133,+55 (051) 5655 0604,F,2000-08-07,da-luzarthur@example.org,17936
326,Bernardo Souza,59283617002,(081) 3955-5897,M,1961-11-20,meloana-sophia@example.org,18376
327,Rael Cavalcanti,29154380723,(011) 1392-7680,F,1961-12-05,brayan40@example.com,13499
328,Mariah Vargas,13705294814,0500 351 3429,O,1951-09-25,xcastro@example.org,2068
329,Bárbara Viana,86735021444,0800-192-9434,F,1991-03-17,henry35@example.org,5330
330,Ana Luiza Azevedo,25310798668,0900-823-0204,O,1989-08-11,marqueshenry@example.org,227
331,Sra. Clara Sampaio,57840391214,+55 61 4485 3849,F,1990-09-20,augusto44@example.com,11181
332,Maitê Correia,04972358629,71 3496 6732,O,1988-02-24,arthur-gabrielcunha@example.org,18189
333,Agatha Leão,01384257950,(081) 1613 2775,F,1982-09-04,anthonycampos@example.com,18072
334,Emanuelly Correia,38629154098,0800 623 0370,O,1950-06-26,earagao@example.org,6937
335,Maria Isis Borges,32861047950,21 8173 1542,F,2001-12-02,fogacanicolas@example.com,11868
336,Luan da Conceição,46921873013,+55 (081) 7215-6864,O,1952-12-03,pedro-lucas02@example.com,10885
337,João Miguel Almeida,01285476930,21 0753-8863,M,1970-10-23,da-cruzthiago@example.net,17167
338,Carlos Eduardo da Conceição,07315689230,+55 (021) 4599 3138,F,2001-03-26,maitepinto@example.net,1014
339,Leonardo Lopes,53409278656,+55 51 5628 3108,O,1986-08-17,qbarbosa@example.net,19409
340,Vitor Nascimento,04296537865,(051) 6728 9969,M,1987-12-29,rhavi89@example.org,439
341,Bryan Azevedo,61732498040,+55 81 9738-6277,F,1949-05-20,macedoantony@example.org,4696
342,Joana da Mata,45127038617,(031) 9325-1698,M,1979-07-29,calebmoura@example.com,233
343,Maria Clara Farias,62310974552,+55 71 9984 4902,M,1996-07-31,diaseduardo@example.net,7883
344,Miguel Siqueira,91542386098,0900-276-4435,O,1972-12-27,lrezende@example.com,13623
345,Mariane Nascimento,18940263731,+55 41 3340 2191,M,1960-05-09,marquespietro@example.org,10483
346,André da Mota,23047198560,+55 71 2821 2257,F,1993-05-06,arthur-miguel06@example.org,15758
347,Pedro Lucas Porto,43617829031,+55 11 7324-8925,O,2000-07-29,nunesmaria-liz@example.org,19705
348,Valentina Lopes,26948051758,21 5866-4184,M,1955-07-28,theodoro75@example.com,5932
349,Agatha Sampaio,61357408226,+55 81 9186-7283,M,1950-08-09,leaobianca@example.com,6481
350,Sara Abreu,30548217653,41 4949 7741,M,1981-07-19,vianaalicia@example.com,11003
351,Isaac Pires,29846530765,41 0127 3330,O,1997-12-06,bfarias@example.com,40
352,Otávio Cunha,91706342896,+55 61 6018 2042,M,1968-10-16,almeidaana-vitoria@example.net,15215
353,Daniel Brito,74698231582,(051) 3437 2815,O,1998-12-10,luiz-otaviopires@example.net,1710
354,Raquel Cardoso,81069475211,0900 651 3879,F,1965-08-13,theodoronovais@example.com,12533
355,Clara da Paz,10246935898,(071) 7018 4388,M,1992-05-02,yalmeida@example.net,9675
356,Clarice Barbosa,72430586983,(061) 9525-2755,M,1990-07-11,leo24@example.net,2168
357,Heloisa Mendes,64708132590,+55 11 1563 2210,O,1950-05-14,vasconcelospietro@example.org,802
358,Dra. Rafaela Casa Grande,10498375250,(051) 7727 2195,M,1976-10-22,barbaracassiano@example.org,1577
359,Pietra Novaes,76423905800,+55 (031) 1902 1801,F,1977-01-13,pcavalcanti@example.org,940
360,Sra. Ana Júlia Castro,53468217080,(071) 0339-8419,F,1991-11-19,luiz-gustavo09@example.org,5909
361,Allana Aragão,45201396860,0900 689 8445,F,1967-01-25,da-rosasofia@example.com,1637
362,Eloá Almeida,48265130708,61 8233-8793,M,1972-01-01,valentim27@example.net,18930
363,Sr. Henry Gabriel das Neves,56273810435,0300 123 5668,O,1953-09-19,vianaluisa@example.com,18801
364,Josué Mendes,20418563942,+55 (084) 1508-3801,M,2002-10-22,vvasconcelos@example.net,2777
365,Agatha Borges,38217069530,+55 (061) 7202-1624,O,1998-10-24,amandacamargo@example.net,12752
366,Natália Dias,68079254338,+55 (084) 1292 5733,O,1976-02-09,vargascaue@example.com,10000
367,Pietro Novais,36948501710,84 1451-7019,O,1978-06-23,guilherme45@example.net,16255
368,Maria Julia da Cruz,84905327105,(011) 8974 7774,F,1968-11-27,isabella77@example.net,11834
369,Ana Beatriz Ribeiro,23769541006,+55 (021) 8097 3183,O,1984-10-07,orezende@example.net,19003
370,Josué Lima,21749850397,+55 (031) 4354 6848,O,1981-10-26,joao-vitorda-costa@example.org,2257
371,Isabel Ribeiro,07465219361,(084) 6918 8698,M,1950-04-18,ybarbosa@example.com,18095
372,Brayan Abreu,32854790600,+55 (084) 5510-5843,M,1982-12-19,arthurcunha@example.net,7021
373,Sofia Dias,73682159002,0500-634-9426,M,2006-08-07,qpires@example.com,2386
374,Enzo Rezende,04652837135,(061) 7427 3326,O,1948-05-19,aurora15@example.com,16884
375,Sra. Maria Flor Siqueira,28571063940,71 5700-0631,O,1996-04-08,uferreira@example.net,10870
376,Diego da Mota,53217904850,(031) 9985-5911,M,1972-06-27,uda-rocha@example.org,7478
377,Mateus Teixeira,59714038693,+55 11 5147-0943,F,1996-09-02,da-motadaniela@example.com,1561
378,Dra. Natália Moraes,71985643219,+55 84 6679 9413,F,1965-04-20,mrezende@example.org,1806
379,Eloah Azevedo,07982631568,+55 (071) 7290-1734,M,1956-08-01,fernandesmaria-helena@example.org,7172
380,Lunna da Costa,83692417004,+55 51 6489 7929,M,1963-01-03,zmendes@example.com,10474
381,Matteo Santos,36578192077,84 0590-0707,O,2004-08-07,yagomontenegro@example.com,15472
382,Sra. Anna Liz Novais,05864193739,(051) 9407-6869,O,1997-12-28,thiagojesus@example.com,56
383,Lara Monteiro,06957312461,81 7770-4515,O,1950-09-07,uaraujo@example.com,1103
384,Dra. Cecília Castro,97415086384,(081) 6489-6966,F,2005-07-31,alexandre54@example.com,18690
385,Theodoro da Rosa,34586207965,21 8191 8328,O,1987-10-16,aragaoleandro@example.net,19790
386,André Jesus,35298467164,21 3925-1028,O,1958-09-18,liz23@example.net,17827
387,Benjamin Lopes,21043578617,+55 21 6450-3679,F,1973-08-19,bnunes@example.org,6961
388,Larissa Moreira,68329741087,(081) 4884 2594,F,1997-09-23,oteixeira@example.org,10292
389,Davi Luiz da Mota,69215873473,+55 84 3315-2837,M,1963-09-07,dantelopes@example.com,16556
390,Natália da Cunha,90357621859,(084) 3188 8247,M,1953-07-29,luanaalbuquerque@example.net,2230
391,Calebe Rezende,95846371264,+55 (041) 5832-5394,F,1957-10-27,ksiqueira@example.com,14342
392,Ágatha Pacheco,25184769382,+55 51 5692 1591,M,1968-03-14,uvieira@example.net,7488
393,Cecília Viana,04527963180,(041) 3448 7650,M,1999-04-12,joaquim32@example.org,14312
394,Daniel da Mota,02587634938,+55 (081) 3916-0113,F,1959-04-28,maria-clara16@example.com,5993
395,Mathias Pereira,78152309460,21 6648 2838,O,1995-09-21,nascimentoayla@example.org,7263
396,Maria Luiza da Cruz,58142763044,71 5847-0803,O,2002-08-10,anamacedo@example.com,16109
397,Vicente da Rocha,02964875383,+55 84 7805 7630,O,1952-12-20,leandro88@example.com,15493
398,Mariah Alves,03167294850,31 7485 6361,M,1983-08-11,qrios@example.com,4527
399,Noah Caldeira,89531026777,31 4182-7779,M,1989-04-16,aragaoemanuel@example.com,1253
400,Dra. Ana Liz Almeida,43951867000,(011) 2423 3411,O,2001-04-19,isabelafonseca@example.net,1945
401,Sr. Lucas Costela,34108569784,+55 (021) 2073 3055,F,2000-11-16,heloisamoreira@example.org,2197
402,Nicolas Alves,48503269198,31 8823-2160,O,1956-12-21,sabrina53@example.com,9792
403,Mariane Cirino,74816295011,+55 81 3982-9548,O,2002-07-18,guilhermeda-mata@example.net,7463
404,Lucas Gabriel Duarte,84769501285,0500-213-3918,F,1982-01-13,leticia34@example.com,8924
405,Ryan Aragão,32547906180,+55 81 9021-9516,F,1999-05-01,nnovais@example.net,11233
406,Gabriel Pimenta,13896742078,(084) 7646 3100,M,2000-04-13,vitor-gabrielpires@example.com,6692
407,Sarah Ramos,49215063706,+55 41 9210-3326,F,1964-08-16,da-rochanicolas@example.com,17585
408,Sra. Heloísa Cardoso,13597240607,21 5484 6495,M,2005-12-29,tsantos@example.net,9914
409,Ravy Nunes,26104783562,+55 11 8680-5011,O,1998-10-07,isis08@example.com,11881
410,Thomas Mendes,27396541891,+55 84 1643 7704,O,1963-04-23,liviarios@example.net,12139
411,Srta. Mirella Borges,71563894246,51 2994 2966,F,1962-12-09,vramos@example.org,12206
412,Sr. Nathan Silva,78965240158,31 2921-6517,F,1991-06-30,fernandomartins@example.com,12968
413,Sra. Clara Sousa,97456802300,61 4196-0132,M,1998-07-03,eda-conceicao@example.org,10948
414,Sr. Antony Lopes,21847569382,41 9162-5753,O,1984-06-22,gaelsilva@example.org,2172
415,Gael Henrique Porto,27854609365,31 8161-6027,O,2005-09-18,andradevitor@example.org,11010
416,Liz Moreira,18574329673,0300 770 3347,O,1994-12-02,csilva@example.com,12658
417,Calebe Aragão,80197642322,31 7844-1332,M,1974-05-27,novaisvalentim@example.org,18199
418,Caleb Duarte,19823570450,+55 (011) 6185-8376,O,1983-06-02,joao-gabriel51@example.net,3125
419,Dra. Ana Laura da Cunha,80571426344,(051) 7159 8232,F,1975-10-16,jose-pedro95@example.net,12672
420,Laís Borges,24017895379,+55 61 1942 5306,M,1988-09-22,vinicius70@example.org,1142
421,Maria Julia Cunha,97031286530,61 4596-7104,M,1956-05-04,jade68@example.com,5139
422,Lívia Melo,24895731014,+55 (081) 1940-1320,M,1945-02-13,da-rosabento@example.net,6130
423,Beatriz Rocha,41370829523,+55 (061) 6488 1529,F,1963-10-17,rafaelaragao@example.net,19102
424,Ana Sophia Montenegro,84201765326,84 7629 8451,O,2000-01-31,almeidagustavo-henrique@example.com,2450
425,Lucca Duarte,47531629070,+55 84 3654-7828,M,1990-03-13,oliveiradavi-lucca@example.org,4481
426,Dr. Davi Lucas da Mota,84793201687,(031) 0941-7098,M,1990-07-01,oferreira@example.com,16075
427,Maria Sophia Pacheco,16539840233,41 9398 0962,O,1968-10-10,vinicius55@example.net,19259
428,Ana Júlia Oliveira,12953647864,(071) 3329 0259,O,1996-09-15,mcasa-grande@example.net,6053
429,Davi Miguel Pires,96542138773,84 3111-6564,F,1995-06-25,esther40@example.net,3330
430,Lívia da Mata,03476192580,(061) 0479-8714,O,1979-06-19,qribeiro@example.net,17259
431,Daniel Costela,29731586059,21 4476 8638,O,1964-10-11,peixotoeduarda@example.com,4527
432,Paulo Albuquerque,24870139669,+55 84 0658 7770,M,1993-01-14,otavio43@example.org,4980
433,Dr. Ravi Lucca Gomes,31069874213,+55 51 5907 2267,F,2001-03-02,cassianohellena@example.org,18379
434,Bryan Dias,23568904756,+55 21 1197 0179,F,1977-01-09,zvieira@example.net,7581
435,Letícia Novaes,26954138746,+55 81 9076-5740,O,1977-10-25,ana-claramachado@example.org,10558
436,Ana Luiza Silva,87401359260,21 0202-9063,O,2001-07-25,vicente89@example.org,15624
437,Luana Lima,52638704938,+55 (071) 7132 3326,O,2001-04-01,maria-luizarios@example.com,17096
438,Raquel Cardoso,65871903240,81 5035-2677,O,1950-07-25,brenda93@example.org,9290
439,Ágatha Dias,48213507690,+55 (071) 5587-1010,M,1952-07-09,nataliapinto@example.net,9865
440,Carlos Eduardo da Rosa,25810943705,(021) 1809-5097,M,1989-04-01,thiago12@example.net,1696
441,Srta. Maria Clara Casa Grande,35406219707,+55 (081) 9886 1601,F,1954-10-17,xbarros@example.com,5273
442,Sra. Emanuella Sousa,91435680251,(051) 3368-2483,F,1950-08-30,bianca12@example.com,5257
443,Maria Isis Moreira,69453810215,(021) 9738-6220,F,1979-10-14,ecardoso@example.net,1480
444,Lívia Andrade,19380762496,+55 21 7427-6788,F,1992-09-07,kevinpereira@example.net,9484
445,Sr. Augusto Peixoto,94216830722,84 7854-8085,F,1955-10-04,cunhanathan@example.org,5481
446,Juan Cavalcante,90417268378,(031) 5965-0104,F,1996-11-01,yasminsiqueira@example.net,9682
447,Maria Luísa Alves,93576841075,51 6898 3750,F,1951-12-15,cavalcanteantony@example.com,4422
448,Yuri da Luz,53106782986,84 1635 6196,F,1997-08-28,qpastor@example.org,5412
449,Ana Luiza Sousa,82416790501,84 7925 0900,M,1967-10-12,fernandespedro@example.com,11407
450,Mathias Correia,83469570256,(041) 9849 7692,F,1994-07-27,nribeiro@example.org,8816
451,Fernando Machado,34875169264,+55 (084) 7374-7179,O,2004-07-27,iaparecida@example.net,7354
452,Mariah Pastor,86024951701,+55 (041) 4315-4852,F,1966-09-18,icunha@example.org,56
453,Oliver Sá,58906714211,0300 345 6073,F,1999-05-14,martinsoliver@example.org,5034
454,Luiz Otávio Borges,14873629519,0900-321-6664,O,1955-04-30,nrios@example.net,19250
455,Antony da Cunha,07549813205,+55 84 0867 9790,M,1988-11-27,portotheo@example.org,11924
456,Camila Guerra,08456971294,+55 81 7779-1874,O,1951-10-26,monteiroana-julia@example.org,13652
457,João Felipe Melo,89246017331,+55 (021) 2509-9267,F,1998-12-22,abreuayla@example.org,2437
458,Maria Alice Camargo,86732914537,+55 31 1441-9012,F,1977-01-24,qpinto@example.com,10789
459,Samuel das Neves,51349670243,+55 31 8790 9823,F,1944-09-22,theodoro21@example.com,18216
460,Dra. Gabrielly Pacheco,67250941801,(071) 8358 6524,M,2004-10-05,juan65@example.com,12662
461,Isaque da Cunha,50629873429,51 8968 9160,O,1990-06-18,ceciliateixeira@example.com,8157
462,Oliver Cardoso,78915234600,+55 61 6699 6404,F,1957-05-30,gustavo-henriqueborges@example.net,1025
463,Emanuella Fernandes,38647905229,(021) 9029 9484,O,1978-05-26,scunha@example.net,13982
464,Enrico Vasconcelos,78405129332,61 8455-9303,O,1998-03-05,barbosacecilia@example.net,17497
465,Rebeca Farias,16049237506,+55 81 6579-4037,O,1973-04-21,ncarvalho@example.net,8322
466,Sr. Liam Pereira,74163528008,41 7005 6278,F,1980-01-14,hporto@example.org,13161
467,Isabela Novaes,95714638255,+55 (051) 1295-7958,M,1948-02-22,xleao@example.net,18544
468,Brayan Campos,43951780223,+55 84 6355 4725,O,1952-04-03,bianca36@example.net,3614
469,Joana Ferreira,04592361725,0800 018 4893,F,2003-07-06,pereiraigor@example.com,56
470,Samuel Albuquerque,79418062313,+55 (041) 0017 4458,O,1949-11-27,nfarias@example.org,3208
471,Joana Silva,78691503203,+55 21 9673-0112,F,1966-01-13,ana-julia68@example.org,3710
472,Melina Costa,91435076206,+55 (081) 6625-0035,M,1981-07-03,caldeirajade@example.org,4594
473,Dra. Júlia Sá,02157398414,11 5280-3031,M,1987-04-24,leandrosantos@example.com,6056
474,Maria Liz Martins,96702184549,(051) 1124-0468,M,1968-09-03,yuri16@example.org,12784
475,Srta. Marina da Costa,82736490169,0800 373 3845,F,1996-01-04,fnovaes@example.org,15328
476,Gael Borges,39658147020,(051) 6819-3310,F,1971-01-09,joao-gabriel77@example.net,13380
477,Davi Lucca Ribeiro,64852103933,+55 11 9789 6620,F,1998-04-20,pauloda-rosa@example.net,17989
478,Maria Barbosa,93761824050,41 8394-8055,O,1994-10-04,bellabarbosa@example.org,9120
479,Lucas Cavalcante,81496705211,61 9880 1077,F,2006-11-10,wpinto@example.net,2322
480,Sofia Vargas,04613795893,(084) 9288-2067,O,1955-05-18,ifonseca@example.com,18486
481,Allana Azevedo,31487560966,11 3533-5826,O,1981-07-14,luizada-cunha@example.com,17443
482,Dr. Augusto Siqueira,96254870185,+55 11 0897-3174,M,1979-12-26,jpastor@example.com,11202
483,Sophia Carvalho,97453260892,+55 (051) 5623-8815,F,1981-09-21,pcosta@example.com,9190
484,Srta. Cecilia Rezende,89425316791,+55 41 1881-7218,O,1968-12-15,yuri73@example.org,17266
485,Alexia Nogueira,84731590639,(041) 2261 9743,F,1972-09-03,da-costacaue@example.org,6549
486,Rafaela Silva,67238504910,+55 (041) 3184-3896,F,1949-12-06,lsouza@example.com,8266
487,Raquel Mendes,95602831460,+55 (031) 3858-6588,O,1977-05-19,cirinoleandro@example.com,2864
488,Matheus Jesus,18075234979,(081) 9043-1164,F,1950-04-02,aparecidarafael@example.net,14676
489,Sr. Vinícius Ramos,74108239687,+55 (071) 2466 7269,O,1990-01-18,rmartins@example.org,15248
